s,p,old_o,new_o,New_triple_already_exists
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C128208,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C128197,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C143843,0.0
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C55950,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C55995,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C42908,0.0
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C155786,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C162594,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C114833,0.0
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C58069,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C58188,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C95980,0.0
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C55223,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C55219,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C143353,0.0
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C54873,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C54768,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C143810,0.0
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C191506,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C191422,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C27695,0.0
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C176887,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C2852,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C116374,0.0
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C140781,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C140778,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C34617,0.0
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C8555,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C4586,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C97078,0.0
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C6350,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C6347,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C51953,0.0
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C159675,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C150535,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C102871,0.0
