s,p,old_o,new_o,New_triple_already_exists
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C27293,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C4867,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C35328,0.0
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C61075,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C62556,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C174168,0.0
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C84395,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C99208,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C24873,0.0
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C174519,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C2594,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C17612,0.0
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C57892,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C53802,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C63250,0.0
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C15919,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C15824,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C28582,0.0
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C147401,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C48938,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C88140,0.0
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C187338,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C191689,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C70862,0.0
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C143571,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C143174,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C20668,0.0
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C143673,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C143185,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C131578,0.0
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C170280,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C1927,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C112835,0.0
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C133087,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C75467,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C63099,0.0
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C20337,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C25873,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C27995,0.0
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C168723,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C27359,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C107495,0.0
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C9309,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C121618,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C61238,0.0
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C121140,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C35553,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C48884,0.0
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C68732,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C17207,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C148107,0.0
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C187682,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C132298,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C15181,0.0
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C19805,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C19814,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C116040,0.0
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C111153,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C48938,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C12644,0.0
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C47968,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C357,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C50658,0.0
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C18687,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C17632,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C20653,0.0
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C115481,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C60727,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C53802,0.0
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C118413,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C20433,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C103017,0.0
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C147323,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C49237,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C164615,0.0
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C63141,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C62970,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C97674,0.0
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C65306,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C357,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C12437,0.0
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C76557,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C29576,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C7633,0.0
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C55465,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C53808,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C27877,0.0
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C4454,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C8531,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C162932,0.0
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C143696,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C143182,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C86713,0.0
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C76855,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C1500,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C85793,0.0
