s,p,old_o,new_o,New_triple_already_exists
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C139736,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C139735,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C162235,0.0
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C191269,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C184428,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C126180,0.0
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C187727,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C184417,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C146709,0.0
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C95172,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C89552,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C24096,0.0
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C191234,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C185920,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C174229,0.0
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C151979,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C125904,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C15158,0.0
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C181576,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C181570,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C126180,0.0
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C151980,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C125904,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C91218,0.0
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C9016,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C80290,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C24184,0.0
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C6314,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C6313,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C184357,0.0
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C191251,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C191249,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C5986,0.0
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C137695,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C137701,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C134747,0.0
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C162231,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C162230,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C23002,0.0
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C186000,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C184351,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C185913,0.0
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C6315,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C6313,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C5996,0.0
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C132893,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C132883,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C184356,0.0
