s,p,old_o,new_o,New_triple_already_exists
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C19199,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C19160,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C51980,0.0
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C114413,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C20194,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C62574,0.0
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C19293,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C19161,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C20865,0.0
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C182055,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C25697,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C54154,0.0
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C32598,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C13236,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C1505,0.0
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C173264,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C185140,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C20917,0.0
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C139666,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C28510,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C63629,0.0
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C23474,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C83480,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C71610,0.0
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C153087,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C21295,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C28566,0.0
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C54216,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C25404,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C48192,0.0
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C60471,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C143136,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C45313,0.0
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C119230,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C25180,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C73530,0.0
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C98108,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C1505,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C41187,0.0
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C42300,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C12680,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C39704,0.0
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C16253,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C21295,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C1949,0.0
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C83512,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C45678,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C41002,0.0
