s,p,old_o,new_o,New_triple_already_exists
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C56402,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C56546,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C5798,0.0
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C119042,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C27577,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C8658,0.0
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C17580,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C17325,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C26712,0.0
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C56002,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C56000,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C7092,0.0
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C138117,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C173704,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C170812,0.0
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C111584,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C105142,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C141107,0.0
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C141041,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C3879,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C112287,0.0
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C58633,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C58439,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C59028,0.0
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C179322,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C179320,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C89294,0.0
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C162194,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C153069,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C129906,0.0
