s,p,old_o,new_o,New_triple_already_exists
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C72665,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C20189,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C28428,0.0
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C13018,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C12219,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C7057,0.0
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C189654,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C22188,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C12219,0.0
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C25444,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C12219,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C20047,0.0
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C120453,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C20181,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C1908,0.0
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C42764,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C20181,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C20633,0.0
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C62189,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C20181,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C12913,0.0
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C34144,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C12219,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C22187,0.0
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C62766,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C20189,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C3910,0.0
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C92438,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C22188,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C17828,0.0
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C19988,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C17828,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C28428,0.0
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C25633,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C20189,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C22187,0.0
