s,p,old_o,new_o,New_triple_already_exists
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C50803,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C50448,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C62968,0.0
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C91083,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C2080,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C27297,0.0
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C74585,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C97366,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C182012,0.0
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C153174,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C126328,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C186818,0.0
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C42222,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C42318,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C190601,0.0
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C179403,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C178119,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C111067,0.0
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C92172,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C98357,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C113731,0.0
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C139248,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C38081,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C75662,0.0
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C74066,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C1752,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C139589,0.0
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C154102,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C161842,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C51777,0.0
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C53941,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C53703,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C50483,0.0
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C45121,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C42306,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C33174,0.0
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C86992,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C86975,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C178382,0.0
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C36532,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C186842,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C16085,0.0
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C47594,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C94727,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C20580,0.0
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C118572,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C129823,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C17298,0.0
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C6528,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C7059,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C101392,0.0
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C111808,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C16295,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C3220,0.0
